news	explanation	label
北京大中小学3月初开学？	网传消息称北京大中小学将于3月初开学。北京市教委明确表示，这是一条虚假信息。市教委强调，目前，防控疫情是首要任务，开学时间要视疫情发展来定。消息	假
北京西城某部门现1确诊病例致区政府停摆？	北京西城区某部门出现一例新冠肺炎确诊病例，导致西城区政府工作停摆。2月18日下午，西城区委副书记、区长孙硕回应称，确实发现了一例新冠肺炎确诊病例，这名员工回河北老家探亲，初六返京，身体状态良好，测温正常，初七投入工作。2月11日，接到老家疾控通知老家亲戚确诊，随后他立刻告知单位，并居家隔离14天，单位也做好了消毒工作。随后，他去医院也确诊了新冠肺炎，单位有69名高风险人员采取了集中管控。目前区委区政府一切正常。截至221日16时，69位密切接触人员已有41人解除医学观察，剩余人员均在集中医学隔离观察中，身体状况良好。消息	假
武汉殡仪馆无主手机扔满地？	微信公众号在节选方方日记中部分文字时，配上了一张堆满手机的网图，还称“这是殡葬馆扔得满地的无主手机，而他们的主人全已化为灰烬”。1.作家方方已就这张图片予以了回应，“我的封城日记是纯文字记录，从未发过任何照片，也未发过手机图片，更从未见过项立刚微博中所配照片。”她表示，这是“造谣构陷”，对她本人造成严重伤害，将对造谣者进行起诉。2.而事实上，方方的文字中，也从未涉及殡仪馆处理死者遗物的内容。细看这张图片也疑点众多，图片上大量手机是很早期的型号，还有不少是年代久远的翻盖手机，当下并不常见，图片明显不是最近拍摄的。3.目前该微信公号已经删除了这篇文章。消息	假
网传格力一司机为新冠肺炎密切接触者？	网传消息“格力电器一班车司机冯某为新冠肺炎密切接触者，曾接送员工上下班”。格力电器和市疾控中心均表示，该消息不实，冯某并非新冠肺炎密切接触者。格力电器有关人士称，网传的冯某确实为格力电器运输公司班车司机，但不是新冠肺炎密切接触者。随后，市疾控中心新闻发言人黄利群表示，经与中山市疾控中心了解核实，目前班车司机冯某及其儿子核酸检测结果为阴性，已排除感染新冠肺炎病毒，现分别在指定酒店和医院做医学观察。消息	假
磷酸氯喹能治疗新冠肺炎？	磷酸氯喹是目前治疗新冠肺炎三个临床试验西药之一，疗效获得肯定。1.2月17日，国务院联防联控机制于北京召开新型冠状病毒感染肺炎主题新闻发布会上，科技部生物中心副主任孙燕荣指出，经过临床药物试验，属于“老药新用”的磷酸氯喹用于治疗新冠肺炎具有疗效。2.2月18日，在广东省人民政府疫情防控新闻发布会上，中国工程院院士钟南山介绍，磷酸氯喹还够不上特效药，但是它是非常值得探讨的药。已有的比利时、美国的研究表明，磷酸氯喹对冠状病毒是有效的，真正用在人体是这次。目前正在开展相对比较大的临床观察，要进行用药和不用药进行比较。消息	待论证
余姚首例出院患者复发送回医院？	余姚首例新冠肺炎出院患者今天再次入院，还有人称“他又复发送回医院了”。宁波市级新冠肺炎医疗救治组专家、余姚市人民医院感染科主任黄冠成介绍：“该病人1月31日治愈出院后，已经进行了2次复查，病情恢复良好。这次对新冠肺炎治愈出院病人改居家医学观察为集中隔离医学观察，主要是按照新版浙江省和宁波市卫健委的相关要求执行的。”黄冠成介绍，对新出现的传染病诊疗是一个不断探索、不断完善的过程，根据《新型冠状病毒感染的肺炎诊疗方案(试行第五版)》，结合临床实践，余姚对患者治愈出院后统一采取集中隔离。	假
下雪能吸附病毒？	北京迎来了鼠年的第二场降雪，网传下雪天气能对缓解疫情带来帮助，因为下雪能吸附病毒。1. 北京市卫健委新闻发言人高小俊表示，下雪肯定不是坏事情，对传染病防控能带来好处，但对疫情防控能起到多大作用还有很多不确定性。2. 因为新型冠状病毒是飞沫、接触等近距离传播，所以对于下雪能“吸附病毒”等说法，中华医学会感染病学分会主任委员、北京大学第一医院感染疾病科主任王贵强教授表示，这些都是误解。建议大家坚持采取戴口罩、勤洗手、少聚集等科学的自身防护方法，更有效。消息	假
上海出来3000例确诊病例？|百度辟谣	昨天疫情大爆发，上海出来3000多例。上海每天两次发布确诊病例、排除疑似病例、出院病例等相关数据，完全透明公开。另外，根据国家卫健委印发的诊疗方案，湖北以外地区的诊断标准没有变化，也就是说，上海的诊断标准没有变化。消息	假
吸烟者感染新冠病毒率远低于非烟民？|百度辟谣	一个微信公众号发表了一篇题为《吸烟者感染新冠病毒率远低于非烟民？钟南山首篇论文出炉》的文章，截取钟南山团队2月9日发表的论文中的部分数据，得出“明显吸烟者感染率远低于非烟民”的结论，还称吸烟能够驱邪治病。文章只看到了钟南山团队论文中1099例样本中137例吸烟者这个数据，而钟南山团队文章所采用的研究数据是“截至2020年1月29日31个省/直辖市的552家医院1099例实验室确诊2019-nCoV ARD患者”。官方通报的累计确诊数据已经超过了5万例。用137例吸烟者的小样本来分析吸烟与感染新冠肺炎的关系，根本没有统计学意义。而且文章作者又无视在重症患者中本身患有肺部疾病的患者死亡率高这一事实。消息	假
从武汉回国的700印度人未感染是因吃咖喱？｜百度辟谣	“武汉700印度人回国检测零感染”的网文又刷爆朋友圈。有网友惊呼：咖喱要抢不到了。华中科技大学协和医院临床营养科蔡红琳主任介绍，中国的传统调料也有很多具有抗炎能力，但健康不是一蹴而就的。无论咖喱还是其他调料，没有任何一种食物能够在短期内迅速提高免疫力，吃好每餐饭最重要。从咖喱的成分来看，大多是中国传统的调料：姜黄，桂皮、辣椒、白胡椒、小茴香、八角、孜然等，中国人平时爱吃的很多东西本身就有抗炎的作用。所有的东西必须累积到一定量才有效果。健康饮食本来就讲究多样化，吃进去的食物的量也是关键。由乐观的生活态度、均衡多样化的饮食、一定强度的运动组合而成的健康生活方式，就是最好的抗炎办法。消息	假
北京购买治疗发热咳嗽类药品须实名登记？	北京市的药店将对购买发热、咳嗽类药品的消费者进行实名登记，用于疫情的防控监测。北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市药监局副局长唐云华称，北京市药店将对于前往药店购买用于治疗发热、咳嗽类药品的消费者进行实名登记，用于疫情的防控监测。消息	真
武汉火神山医院3万月薪招保洁员？｜百度辟谣	2月初，社交网络流传一则招工信息，称武汉火神山医院急招保洁员，月薪3万-3.5万元人民币。该消息引发网友广泛讨论，湖北某地劳动就业局还将招工信息刊载在官网。1.负责招聘工作的武汉市天盾保安服务有限公司朱经理称，月薪3万的消息不实。1月底时她曾以微信群发的方式发布一则招工信息，表示武汉版“小汤山”医院需要招聘保洁员，月薪18000-20000元，包吃包住并提供完整的防护设备。两天后，朱经理发现招工信息被人篡改后发至网络，除月薪被改至“30000-35000元”，其余信息基本没变，电话仍是她本人的电话。2.谈及月薪近两万元的工资待遇，朱经理称价钱是公司考虑到目前的情况而定的。正常时期，武汉保洁员的平均工资为3000元。目前出于疫情管控的原因，只接受人在武汉的求职者。消息	假
北京小区实施封闭式管理？	返京人流加大，为了防控疫情，北京市的小区将实施封闭式管理。北京市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室，2月9日发布《关于进一步加强社区（村）疫情防控工作的通告》，要求进一步严格小区（村）封闭管理，在出入口设置检查点，居住人员和车辆凭证出入，进入人员必须佩戴口罩并进行体温检测。无物业、无安保、开放式小区由属地街道（乡镇）负责落实封闭措施。社区（村）传播疫情时，视情况对住宅单元楼门、小区（村）等实行封闭式隔离。消息	真
84消毒液和酒精一起用消毒效果加倍？｜百度辟谣	酒精可以消毒，84消毒液也可以消毒，那这俩混合在一起，强强联手，能不能消毒能力翻倍呢。1.将酒精和84消毒液混在一起，会发生下图这个反应，乙醇和次氯酸钠都被反应掉了，生成了乙醛，不过幸好这个反应的速率很慢。值得注意的是，生成的乙醛有可能会被过量的次氯酸钠氧化成乙酸甚至会发生氯仿反应，生成有毒的有机氯化物。2.乙醇和84消毒液混合会不会产生氯气？答案是，不会。用很简单的化学知识就能解释，为了稳定次氯酸根，84消毒液中会添加少量NaOH，呈强碱性，在强碱性的环境下，氯气是不会跑出来的。消息	假
武汉上空二氧化硫浓度高是因焚烧尸体？｜百度辟谣	网传一条视频称，根据NASA提供给Windy气象网站的数据，当前武汉的二氧化硫排放超过1500μg/m，在同时间点为全球最高，与尸体焚烧有关。1.假设武汉二氧化硫浓度达到1500微克/立方米，大约为400-500ppb，在该浓度下，能使人引起肺水肿，急性支气管炎，短时间内即可致人死亡。2.假设这些二氧化硫来自“焚尸”，假设一个人两百斤，人体含硫量为0.25%，假设燃烧后硫全部转化为二氧化硫，那么一个人可以生产二氧化硫500克。武汉市面积大约为8.5*10E9平方米，假设地面到五十米高地范围内二氧化硫均为1500微克/立方米，则共需要二氧化硫大约6*10E8克。就是在完全转化、完全燃烧、完全排放的不可能假设下，大约需要烧12万人才能够做到，这已经是严重脱离实际了。消息	假
酒精浓度越高，杀灭病毒效果越好？｜百度辟谣	按照最新版的新型冠状病毒防治指南，75%的酒精可以有效杀灭病毒。但是现在这个时候，75%的医用酒精是很难买到的。90%的酒精可不可以呢？是不是酒精浓度越高，对病毒的杀灭效果越好呢。1.具有杀病毒病菌作用的酒精浓度是75%左右。新型冠状病毒外面是一层蛋白组成的壳，包裹着里面的核酸，如果酒精浓度太高，就会迅速将菌体表面的蛋白质凝固，而且浓度越高凝固越快，在其表面形成一层保护膜，阻止了酒精继续渗进病毒内部，不易使核酸变性，也就很难杀死它们了。只有75%酒精具有最好的杀病毒效果，所以，如果买到了更高浓度酒精，可以自行计算并加纯净水稀释，稀释到大概75%的浓度就可以放心使用了。2.此外，医用酒精是用于物体表面消毒的，绝对不可以饮用，也不可以制成雾状吸入呼吸道，这样做只会使呼吸道粘膜受损，反而容易增加病毒感染几率。酒精遇到明火容易燃烧，为安全起见，不可在空气、衣物上喷洒酒精。消息	假
华山医院支援湖北医疗队落地后物资被盗？｜百度辟谣	2月10日，网络上多则关于支援湖北的医疗队物资被盗、被挪用的传言。一则关于上海华山医院第四批支援湖北医疗队物资被盗的传言称，华山医院医疗队落地后“物资蒸发”，其中包括队员们的个人生活用品，导致医疗队队员们无法生活。解放日报·上观新闻记者通过武汉前方记者，联系到了华山医院第四批支援湖北医疗队的联络人。他表示，华山医院第四批支援湖北医疗队于2月9日下午4时许抵达武汉。武汉方面对医疗队的安置进行了周到的安排，医疗队已第一时间被安排入住武汉光谷希尔顿，随队的物资和行李于2月10凌晨2时许用卡车送至酒店。其后，医疗队几乎忙碌了一个通宵进行清点整理，丢失、盗窃的情况并不存在。据华山医院医疗队称，2月9日当天全国共有17支医疗队2000多人同时抵达武汉，每支医疗队都携带了大量的物资，协调运输这些物资的工作量巨大。可能会出现个别医疗队的物资延误、送错，但挪用、盗窃绝不会。记者随后也拨打了传言中留下的所谓联系人的手机号码，结果提示音告知是“空号”。这也从侧面证实了这则传言的可信度。	假
新型冠状病毒属于SARS冠状病毒？｜百度辟谣	新型冠状病毒就是SARS病毒，有专家专门说的。1.2月9日晚，华中农业大学教授陈焕春在湖北省疫情防控工作新闻发布会上指出：“新型冠状病毒使用与SARS冠状病毒相同的细胞进入受体，与蝙蝠中发现的SARS相关病毒拥有87.1%的相似形，与SARS病毒有79.5%的相似度。与一个云南的蝙蝠样本中发现的冠状病毒的相似度高达96%。分析发现，新型冠状病毒属于SARS冠状病毒。”这一结论与之前中国疾控中心等预防与研究机构发布的消息相悖，引发舆论关注。2.新京报记者向华中农业大学教授陈焕春核实上述问题，陈焕春表示该说法属于口误。“真的不好意思，完全属于口误，掉了两个字。”他表示，应为“新型冠状病毒属于SARS相关冠状病毒”。这意味着“新冠”病毒与SARS冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。3.前述发布会当晚，钟南山院士接受第一财经电话采访时表示，新型冠状病毒是冠状病毒的一种，它跟SARS冠状病毒是平行的，二者是同一类（病毒），但不是同一种。SARS冠状病毒是一个专有名词，是专门指急性呼吸综合征的病毒，它（与新型冠状病毒）不是一回事，这两个（病毒）是两回事，“2019（的）新型冠状病毒是另外一种冠状病毒，都是属于冠状病毒。”	假
病毒漂浮在空气中会形成“病毒云”？｜百度辟谣	人们认为病毒会漂浮在空气中，“病毒云”下面的人都会感染病毒。2月4日，世卫组织官员称：病毒是通过飞沫传播，“病毒云”并非事实。消息	假
病毒可悬浮一天？｜百度辟谣	病毒会像灰尘一样飘散在空中很长时间。1.病毒是不会脱离某个载体（比如血液、体液、唾液、飞沫等等）独立飘散的，某些人想象空气中弥漫着病毒，这是不存在的。国家高级别组组长钟南山院士在接受媒体采访时表示，目前新型冠状病毒主要还是通过飞沫进行传播。一般情况下，飞沫传播只有与传染源近距离接触时才可能实现。2.防疫期间不能放松警惕、尽量减少外出，避免去人员聚集的地方，外出佩戴口罩、勤洗手！消息	假
南阳3月11日起有序恢复正常生产生活秩序？	南阳调整疫情防控措施 3月11日零点开始有序恢复正常生产生活秩序。3月10日，南阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室发布关于调整疫情防控措施的通知。通知指出，全面恢复正常工作秩序。全市各级机关、企事业单位（学校除外）要严格按照省委办公厅、省政府办公厅印发的《机关学校企事业单位加强新型冠状病毒感染肺炎疫情防控工作指南》要求落实防控措施，下沉到小区的机关干部职工全部撤回，恢复正常上班。各单位应当设置隔离观察室，单位人员一旦出现可疑症状应当及时隔离并安排就近就医，同时配合疾控机构做好病例报告、流行病学调查、相关区域封闭消毒等工作。	真
湖南汨罗又出现19例新冠肺炎病例？	湖南汨罗又出现19例新冠肺炎病例的信息在岳阳人微信群内广泛传播，让不少人都隐隐有些担心。汨罗市疫情防控指挥部称，上述传闻系谣言，自疫情发生以来，市疫情防控指挥部一直按照有关规定，如实向上报送疫情信息，不存在瞒报情况，网传信息系谣言。请广大市民朋友不信谣、不传谣。	假
西班牙生物医药人员：你们应该找C罗要新冠疫苗？	近日一西班牙生物科研人员接受采访表示：“一个足球运动员能拿到100万欧/月，而搞科研1800欧/月。那对于这个病你们应该去找C罗或梅西吧？他们也许会找到治疗方法！并没有哪位西班牙生物科研人员发表过上述言论，六传内容中的配图也不是“西班牙生物科研人员”，而是西班牙农业部长——伊莎贝尔 加西亚 特赫利娜。	假
武汉市青山区某隔离点32名未成年人失去监护人？	武汉市青山区某集中隔离点有32名因疫情失去监护人的0-17岁未成年人，需要社会捐助。武汉市青山区人民政府发布信息称，经核实，截至目前，青山区现有的集中隔离点及康复驿站，共有17岁以下未成年人30名，都有监护人，且隔离期间都有监护人或其他亲人陪护，生活和学习用品都有保障。网传消息纯属谣言。	假
特朗普新冠病毒测试结果呈阳性？	白宫宣布将开始对与特朗普总统和副总统彭斯有密切接触的人员进行体温测量，特朗普总统可能感染新冠病毒。据CNBC报道， 肖恩·康利医生证实，美国总统特朗普新冠病毒检测结果呈阴性。白宫还宣布，将开始对与特朗普总统和副总统彭斯有密切接触的人员进行体温测量。当天白宫发布会前，工作人员为现场媒体人员测量了体温。据美国有线电视新闻网报道，有一名记者因体温不正常而被拒绝进入当天的新闻发布会。	假
病毒灵可以预防新冠肺炎？	病毒灵是抗病毒药，新冠肺炎是新冠病毒引起，因此可以服用病毒灵预防新冠肺炎。病毒灵，通用名为盐酸吗啉胍，适应证为治疗流感病毒及疱疹病毒感染。病毒灵已在临床使用60多年，由于病毒变异较快，目前其对病毒己无明显效果，临床较少应用。目前并没有证据表明病毒灵可预防新冠肺炎。	假
连云港市东海县出现输入性新冠肺炎患者？	连云港市东海县出现输入性新冠病毒患者，从机场至家中，畅通无阻。东海县新型冠状病毒感染的肺炎疫情防控指挥部办公室发布消息称，经核查，3月4日，我县聚龙名苑小区张某从泰国经上海返回我县，返县后已进行居家隔离管理，3月10日，张某出现轻微咳嗽症状，无发热。为了排除新冠肺炎隐患，将张某送往定点医院进行隔离治疗。目前经核酸检测为阴性，张某仍在定点医院接受观察。	假
武汉一家五口因发热瞒报被送医？	武汉市硚口区有居民发热瞒报，导致一家五口被送往医院。硚口区委宣传部回应称经全区排查，近期以来未收到此类警情，各社区无此类报告，120亦无此类救助信息，荣华街集贤里社区无新增新冠疫情，该视频非硚口区的视频。视频内容系2月17日武汉大学工作人员和学校志愿者上门紧急施救该校退休职工75岁空巢老人汤老师夫妇时，工作人员所录。	假
北京一代购韩国扫货回国不隔离？	新冠肺炎疫情期间，北京一名代购在微信朋友圈推销自己近期从韩国买回来的商品。韩国属于疫情严重国家，附近居民认为这名代购没有遵守规定隔离。附近居民认为这名代购没有遵守规定隔离，于是向警方举报。警方接到居民举报后，立即根据相关信息进行查询， 没有查到该女子的出入境记录。负责处理此事的民警说，他联系到这名代购的爱人，对方也表示妻子近期没有出国。该女子在朋友圈发的内容，是其伪造的代购行程。	假
北京海淀一写字楼员工发热千人隔离？	上地创新大厦存在疑似、确诊病例，公司多名员工发烧咳嗽，大厦封锁，1000多人隔离。真实情况是，3月12日下午，上地创新大厦作业帮公司1名员工有发热症状，公司立即全员排查，另有3人有发热症状，随即将该4名员工送医，并进行CT检查、核酸检测，一次检测结果为阴性（正常）。在3月14日进行二次核酸检测，结果也为阴性（正常）。目前该4人在家观察。目前创新大厦及作业帮各个办公区均正常运营。	假
3月22日外部人员可返鄂返汉？	一份“武汉小区解封、商业交通功能恢复时间表”显示，3月22日滞留在外人员可点对点返鄂返汉。长江日报发布消息称，经核实了解，该消息不属实，请以权威信息为准。	假
天津 小学、幼儿园开学时间确定？	网传“天津市委市政府发布会议精神”信息，不仅有公交、机场、高速等正常化时间，还有剧院、电影院、公园全面营业时间，天津小学、幼儿园开学时间。天津市互联网违法和不良信息举报中心发布消息称，上述传闻为谣言，提醒广大网民：关键时期一定要从官方途径了解疫情信息，切勿相信不实信息，更不要编造、发布不实信息！	假
江西将于4月5日开始逐批次开学？	网传“江西省教育厅有关春季开学报告”，指出江西省将于4月5日开始逐批次开学，高三初三于4月6日到校，初二初一高一高二于4月13日到校，小学，幼儿园等于4月20日到校。3月19日上午，江西省教育厅相关负责人表示，目前江西省春季开学时间尚未确定，确定后会及时发布通知。	假
钟南山：就算治愈后遗症也会拖累后半生？	有传言称钟南山警告，“这场瘟疫比17年前的非典更严重，用的药副作用更大。一旦染上，就算治愈了，后遗症也会拖累后半生。”其实，早在1月31日，钟南山接受北京卫视《养生堂》节目采访时就表示：“到现在我没有发现有很明显的后遗症，治愈的可能以后会大量增加。”所谓副作用更大、后遗症拖累后半生等说法完全是危言耸听。该网络传言还称“钟南山说端午节（6月25日）过后，再看疫情控制情况。”然而，钟南山曾预计国内疫情4月前可能结束。国外疫情6月有望结束，但有个前提就是各国要给予足够重视。钟南山称，如果有些国家不对新冠肺炎进行强力干预，疫情时间可能还会延长。建议各国响应世卫组织呼吁，能有国家层面的干预。假如各国都能动员起来，可以期待6月份控制住疫情。	假
Netflix降低欧洲视频画质，缓解网络压力？	欧洲新冠肺炎疫情爆发，使得居家观赏影视的行为飙升，欧盟呼吁Netflix将视频画质切换到“标清”（SD），以缓解网络压力。3月19日知名影视出品平台网飞（Netflix）宣布将限制该平台在欧洲的视频画质质量，以缓解网络带宽压力。Netflix发言人在一份声明中提到，限制视频画质可有效缓解带宽紧张：“我们估计，这会使Netflix在欧洲的带宽占用量下降25%，同时也保证了我们用户的观看质量。”目前这一措施只在欧洲实施，并将施行30天。	真
美国24小时内搭建180座野战医院抗击疫情？	美国24小时之内搭建了180座战地医院，35艘医疗船，相当于215个火神山规模。所有医疗废物将灭菌粉碎后由直升机运往军事基地集中处理！流传内容中的图片，并非美国的“战地医院”，而是德国、斯洛文尼亚和西班牙的军事医院或救援中心。另外，美国陆军工程兵团总指挥官托德·西蒙尼（Todd Semonite）中将3月20日在五角大楼举行的新闻发布会上表示，为减缓地方医院因新冠病毒患者增多而面临的压力，美国陆军工程兵团将把宾馆和校舍等建筑改造成临时医院。“我们认为，这项工作我们花3、4个星期能做完，我们会尽可能快速完成。”西蒙尼对记者表示。所以网传的“24小时内搭建”也并不属实。	假
全国的国际航班都要降落到上海？	即日起，全国国际航班全部由上海承担飞行，国内其它机场只降落国内航班。经查证，国家民航局从来没有发布过类似计划。除了个别原伦敦飞北京航班改飞上海外，其它城市目前没有分流到上海的。3月19日，民航局、外交部、国家卫生健康委、海关总署、移民局联合发布《关于目的地为北京的国际客运航班有关事宜的公告》，决定调整目的地为北京的部分国际航班从指定第一入境点入境，这些入境点包括天津、呼和浩特、太原。所以并非只有上海才接收国际航班。	假
用肥皂洗鼻窦可以降低感染肺炎风险？	定期用肥皂洗鼻窦，可以降低感染新冠肺炎的风险。新型冠状病毒会通过鼻粘膜造成感染，预防上主要是勤洗手，避免不干净的手触摸鼻子；或戴口罩隔离飞沫。洗鼻无法持续提供防范，也就无法降低感染肺炎风险。鼻窦是鼻腔里的孔洞，因为太小，且肉眼看不到，无法直接清洗。鼻粘膜是保护人体的重要组织，即使是做鼻腔护理也需要用等渗的生理盐水、生理性海盐水，或稍微高渗的海盐水，临床上不建议也不会用肥皂来清洗鼻腔。 	假
比尔·盖茨公开信称新冠病毒是一次“伟大的纠错”？	英国《太阳报》刊登了比尔盖茨的公开信，信中比尔·盖茨表示，许多人认为新冠病毒的疫情是一场灾难，但我觉得这是一次“伟大的纠错”。3月24日23点，盖茨基金会发表了澄清声明，近日于网上传播的题为《我们可以从新冠病毒疫情中学到什么》的比尔·盖茨署名文章翻译自英国《太阳报》网站发布的一篇文章。经证实，该文章为虚假消息并已从《太阳报》网站删除。	假
明仁天皇夫妇和安倍夫妇跪探隔离民众？	一组流传图片显示，日本明仁天皇夫妇和首相安倍夫妇在新冠疫情期间，跪探隔离民众。而且他们大部分人都没穿防护设备，没戴口罩。这些都是多年以前的老照片。安倍夫妇这组，是在2018年7月日本西部暴雨期间，前往避难所双膝跪地慰问灾民时拍的。明仁天皇夫妇的是2011年3月东京地震后，他们首次前往地震临时安置点看望灾民时所摄。	假
外籍男子在香港地铁上抹口水？	早前网络上流传一段视频，一名白人男子（港媒称外籍）在港铁车厢内拉下自己的口罩，用手指沾口水抹在扶手上。该男子在Facebook阐述自己拍摄该视频主要目的是为了“恶搞”，并声称已致电香港警方及港铁公司解释拍摄该段影片的缘由和就此为大家带来的困扰致歉。很多香港网民对于这样的解释并不接受，有网民表示，不是一个道歉便可以当无事发生，现在非常时期乱玩，玩笑不好这样开，不感觉好笑，所谓消毒也不干净。	真
四川省3月25日确定初三高三开学时间？	四川省教育厅确定高三4月1日开学，初三可安排4月7日开学复课。3月25日，四川省教育厅发布关于2020年春季学期开学有关事项的通知。全省高三年级(含已报名参加高考的中等职业学校毕业年级学生)原则上由省上统筹于4月1日开学，有条件的学校应实行封闭式管理;初三年级由各市(州)统筹确定，可安排于4月7日开学复课。	真
低温可冻死新冠病毒？	用很低的温度能冻死新冠病毒。低温不能杀死新型冠状病毒。新型冠状病毒对热敏感，56℃、30分钟可有效灭活病毒。新型冠状病毒在-60℃环境下仍可以存活数年，部分实验室病毒标本正是在低温环境下保存的。	假
有人偷运新冠肺炎患者血样出境？	中国医学科学院阜外医院有人偷运新冠肺炎患者血样出境。中国医学科学院阜外医院在其官方微博发布声明：1.我院是心血管疾病专科医院，没有发热门诊，也没有资质收治新冠肺炎患者。2. 网络传言我院有人偷运新冠肺炎患者血样出境的信息是谣言！	假
广东3月25日确定学生返校时间？	广东省教育厅预通知，拟于清明假期过后的4月7日实施高三、初三毕业班复课，4月21日实施除幼儿园和高校外的学生复课，5月7日左右全面复课，下周会召开新闻发布会正式宣布，请家长们尽量为学生备好，至少两周以上使用的口罩量（一天2个，至少28个）广东省教育厅3月25日作出回应称，目前，全省教育系统全力以赴做好疫情防控工作，坚决防止疫情输入校园。根据当前疫情防控形势，教育厅正在审慎研究学生返校工作方案。一旦确定返校安排和时间表，将即时通过省教育厅官网、官微提前向社会公布，保证学校、教师、家长、学生有充足准备时间。	假
酵素可预防新冠肺炎？	酵素含能提高免疫力，可用来预防新冠肺炎。酵素是以动植物及菌类为原料，经微生物发酵制得的含有各类营养成分及益生菌、酶类等特定生物活性成分的混合发酵液。酵素是否具有提高免疫力等功效，并未得到临床证实，目前也没有证据表明其可以预防新冠肺炎。	假
用免洗洗手液洗手后用餐对身体无影响？	免洗洗手液安全无副作用，可以完全代替用水洗手。免洗手消毒液使用后会在皮肤表面大量残留（乙醇型残留较少，但仍属于不可食用级别），若再直接接触食物，可能会对身体造成一定影响。免洗洗手液建议在缺乏清洁水或用水不便的情况下使用，且只能应用于干燥的手。清洁手部最好的方法是：流动清水+肥皂/洗手液+清水冲洗。	假
成都公布2020春季教学安排，要挤占暑假23天？	一张印有《2020年春季学期教学时间安排表（初稿）》字样的照片在一些成都的家长群中流传，该表格包含了春季学期占用双休日、节假日的天数，以及挤占暑假的时间，其最长达到了23天，暑假拟放假日期为7月17日起。成都市教育局相关负责人表示，该表格显示的信息明显为不实信息，近期成都市教育局会陆续发布春季学期的教学安排、中考时间、幼儿园和特殊教育学校的开学时间等等，	假
新冠病毒无症状感染者存在传播风险？	新型冠状病毒的无症状感染者存在传播病毒的可能。新冠病毒无症状感染者可分为两种情形：一是感染者核酸检测阳性，经过14天潜伏期的观察，均无任何可自我感知或可临床识别的症状与体征，始终为无症状感染状态；二是感染者核酸检测阳性，采样时无任何可自我感知或可临床识别的症状与体征，但随后出现某种临床表现，即处于潜伏期的“无症状感染”状态。根据国家和部分省份开展的密切接触者监测数据，无症状感染者的密切接触者存在二代病例续发，流行病学调查中发现个别由无症状感染者导致的聚集性疫情，有小样本量的研究显示无症状感染者呼吸道样本中的病毒载量与确诊病例没有太大差异。综合目前的监测和研究，无症状感染者存在传染性，但其传染期长短、传染性强弱、传播方式等尚需开展进一步科学研究。部分专家认为鉴于无症状感染者的呼吸道标本能检出病原核酸，但由于无咳嗽、打喷嚏等临床症状，病原排出体外引起传播的机会较确诊病例相对少一些。	真
北京“健康宝”采集个人位置信息？	北京“健康宝”能获知个人行程信息，使因为采集了个人位置信息。3月30日，北京市经济和信息化局副局长潘锋就近期大家普遍关注的“健康宝”弹窗问题进行解释。为了更安全、便捷使用，“健康宝”在前端坚持“个人信息最小化采集”，在后端实现“多源数据综合研判”。考虑到个人隐私保护，“健康宝”从未采集个人位置信息，而是基于公路卡口、民航、铁路等进（返）京数据，进行大数据比对分析，在保障“外防输入”的同时，对符合通勤规则的人群赋予“绿色状态”，满足了环京通勤人员的现实需要。	假
男子为不被隔离，从澳门游回珠海？	网传视频中显示有一人正在珠海市香洲区情侣南路南侧海水中行走，路边有群众围观。并附言“为了不隔离从澳门游泳回珠海。”经珠海拱北警方核实，相关视频真实情况是：3月26日14时35分许，110接群众报警，在情侣南路望久亭路段，有一名男子正向海水深处走去，疑似轻生。接到报警后，拱北口岸派出所民警迅速到场，发现该男子已离岸100余米。后在民警、拱北口岸综管办工作人员、珠海蓝天救援队队员的联手劝说救援下，该男子在一小时后安全返回到岸边。该男子姓刘，34岁，他对民警表示，自己下海时确有自杀念头，后决定勇敢面对生活中的困难，不再轻生。	假
武汉公共交通全部暂停？	一张名为“返程交通管控信息随时掌握”的图片在网络上广为流传。图片上显示为“公共出行提示”：武汉市暂停全市公共交通，当前与武汉市相关的所有铁路暂停，恢复时间待定，请大家外出时戴好口罩，做好防护措施。武汉市交通运输局相关负责人表示，目前，武汉恢复的部分公共交通均正常运行。此消息为假消息，请广大市民不信谣、不传谣。请从权威渠道获取相关信息。武汉市公交集团也发布消息证明了消息的不实。	假
湖北粮食短缺要屯米抢油？	网上流传“空下来要去超市买点米，囤三个月的量”，不少民众开始纷纷屯米抢油……记者从湖北省粮食局了解到，目前全省复工粮油企业617家，日处理原粮能力11.7万吨，是全省日消费量的3倍以上。全省原粮库存充裕，可供全省居民口粮消费一年以上。全省粮油供应充足，市民生活无忧。目前武汉市全社会成品粮库存近10万吨，可以满足38天供应；食用油满足104天供应。	假
